full_name;m  ;*=Y   ;Date/Time   ;IP max  ;PS max ;TS  ;Vel km/s ;Years     ;IP cum   ;PS cum ;a;e;i;om;w;q;ad;per_y;data_arc;condition_code;n_obs_used;n_del_obs_used;n_dop_obs_used;H;pha;spkid;pdes;name;prefix;neo;sats;G;M1;M2;K1;K2;PC;diameter;extent;albedo;rot_per;GM;BV;UB;IR;spec_B;spec_T;H_sigma;diameter_sigma;orbit_id;epoch;epoch_mjd;epoch_cal;equinox;ma;n;tp;tp_cal;per;moid;moid_ld;moid_jup;t_jup;sigma_e;sigma_a;sigma_q;sigma_i;sigma_om;sigma_w;sigma_ma;sigma_ad;sigma_n;sigma_tp;sigma_per;class;producer;first_obs;last_obs;rms;two_body;A1;A1_sigma;A2;A2_sigma;A3;A3_sigma;DT;DT_sigma
2001YN2;30 ;*    ;2079-12-16 04:55 ;5.76E-8 ;-7.07 ;0 ;21.81  ;2079-2091 ;9.20E-8 ;-6.89 ;2.507;0.7152;1.63;82.61;289.88;0.714;4.30;3.97;21;8;36;;;25.40;N;3102709;2001 YN2;;;Y;0;;;;;;;;;;;;;;;;;;;JPL 14;2452268.5;52268;2001-12-25.0;J2000;12.72;0.2483;2452217.29;2001-11-03.7;1.45e+03;3.07e-05;0.012;1.16;3.04;1.8e-03;1.4e-02;4.0e-04;3.2e-03;1.6e-03;1.7e-03;1.2e-01;2.4e-02;2.1e-03;3.8e-02;1.2e+01;APO;Otto Matic;2001-12-18;2002-01-08;.76731;;;;;;;;;
2011OB26;30 ;*    ;2115-08-11 23:18 ;2.16E-5 ;-5.18 ;0 ;15.67  ;2094-2121 ;5.41E-5 ;-4.76 ;1.658;0.4780;1.76;138.74;234.80;0.865;2.45;2.14;13;8;32;;;25.50;N;3574772;2011 OB26;;;Y;0;;;;;;;;;;;;;;;;;;;JPL 14;2455772.5;55772;2011-07-30.0;J2000;336.12;0.4616;2455824.23;2011-09-19.7;780;0.00107;0.415;3.02;4.13;8.0e-04;2.3e-03;1.5e-04;2.3e-03;2.8e-03;5.1e-03;5.9e-02;3.4e-03;9.5e-04;2.1e-02;1.6e+00;APO;Otto Matic;2011-07-25;2011-08-07;.52659;;;;;;;;;
2008LE;30 ;*    ;2035-05-23 23:30 ;3.73E-8 ;-7.24 ;0 ;13.44  ;2028-2120 ;4.19E-8 ;-7.20 ;1.449;0.2686;1.94;201.19;32.81;1.060;1.84;1.74;;9;12;;;24.78;N;3413111;2008 LE;;;Y;0;;;;;;;;;;;;;;;;;0.17;;JPL 16;2454619.5;54619;2008-06-02.0;J2000;9.88;0.5649;2454602.02;2008-05-15.5;637;0.0527;20.5;3.15;4.61;9.7e-02;4.6e-01;2.1e-01;6.7e+00;3.1e+02;4.3e+02;7.4e+01;5.9e-01;2.7e-01;1.2e+02;3.1e+02;AMO;Otto Matic;2008-06-02;2008-06-02;.19237;;;;;;;;;
2023XZ11;30 ;*    ;2078-12-15 10:23 ;3.64E-6 ;-5.39 ;0 ;18.34  ;2078-2078 ;3.64E-6 ;-5.39 ;2.021;0.5619;17.18;83.60;41.14;0.886;3.16;2.87;3;8;20;;;25.20;N;54416714;2023 XZ11;;;Y;0;;;;;;;;;;;;;;;;;0.27;;JPL 2;2460288.5;60288;2023-12-10.0;J2000;347.74;0.343;2460324.26;2024-01-14.7;1.05e+03;0.00935;3.64;2.09;3.56;1.5e-03;6.7e-03;1.4e-04;3.1e-02;2.5e-04;7.9e-03;6.9e-02;1.0e-02;1.7e-03;2.5e-02;5.2e+00;APO;Otto Matic;2023-12-10;2023-12-13;.40847;;;;;;;;;
2022YY5;30 ;*    ;2070-06-15 03:55 ;1.88E-7 ;-6.46 ;0 ;27.39  ;2070-2070 ;1.88E-7 ;-6.46 ;2.538;0.7973;10.19;92.51;260.90;0.514;4.56;4.04;6;9;20;;;25.44;N;54336959;2022 YY5;;;Y;0;;;;;;;;;;;;;;;;;0.41;;JPL 3;2459938.5;59938;2022-12-25.0;J2000;11.61;0.2437;2459890.87;2022-11-07.3;1.48e+03;0.0141;5.48;1.17;2.88;3.3e-03;3.6e-02;1.0e-03;4.7e-02;5.1e-03;1.3e-02;2.8e-01;6.6e-02;5.3e-03;1.0e-01;3.2e+01;APO;Otto Matic;2022-12-21;2022-12-27;.53256;;;;;;;;;
2024VC4;30 ;*    ;2046-05-01 15:21 ;7.89E-6 ;-4.64 ;0 ;22.62  ;2046-2055 ;1.20E-5 ;-4.51 ;2.106;0.6942;4.77;223.07;272.93;0.644;3.57;3.06;3;8;33;;;25.46;N;54499614;2024 VC4;;;Y;0;;;;;;;;;;;;;;;;;0.23;;JPL 3;2460625.5;60625;2024-11-11.0;J2000;343.56;0.3224;2460676.49;2024-12-31.9;1.12e+03;0.00591;2.3;1.55;3.38;1.1e-03;6.4e-03;3.2e-04;7.8e-03;1.3e-03;8.6e-04;8.5e-02;1.1e-02;1.5e-03;3.1e-02;5.1e+00;APO;Otto Matic;2024-11-11;2024-11-14;.6526;;;;;;;;;
2025SQ14;30 ;*    ;2125-06-28 08:14 ;5.49E-6 ;-5.68 ;0 ;15.45  ;2066-2125 ;2.33E-5 ;-4.89 ;0.9256;0.3738;1.36;278.98;231.56;0.580;1.27;0.891;9;7;19;;;25.35;N;54548207;2025 SQ14;;;Y;0;;;;;;;;;;;;;;;;;0.67;;JPL 3;2461000.5;61000;2025-11-21.0;J2000;302.83;1.107;2461052.15;2026-01-11.6;325;0.00123;0.48;3.73;6.4;2.1e-03;1.6e-04;2.0e-03;7.3e-03;1.1e-01;6.2e-02;1.5e-01;2.3e-04;2.9e-04;1.5e-01;8.6e-02;ATE;Otto Matic;2025-09-21;2025-09-30;.38583;;;;;;;;;
2014HE199;30 ;*    ;2039-04-13 21:44 ;2.50E-8 ;-6.94 ;0 ;17.69  ;2030-2091 ;2.52E-8 ;-6.94 ;2.394;0.6322;5.26;24.82;125.08;0.881;3.91;3.7;4;9;26;;;25.20;N;3698554;2014 HE199;;;Y;0;;;;;;;;;;;;;;;;;;;JPL 4;2456777.5;56777;2014-04-30.0;J2000;15.58;0.2661;2456718.93;2014-03-02.4;1.35e+03;0.0131;5.08;1.14;3.22;1.5e-02;9.4e-02;2.1e-03;1.0e-01;4.8e-02;8.3e-02;9.6e-01;1.5e-01;1.6e-02;1.6e-01;8.0e+01;APO;Otto Matic;2014-04-28;2014-05-02;.21956;;;;;;;;;
2017YM1;30 ;*    ;2091-12-16 12:46 ;5.40E-5 ;-4.49 ;0 ;15.74  ;2048-2110 ;7.45E-5 ;-4.35 ;1.718;0.4378;15.53;84.00;339.65;0.966;2.47;2.25;16;8;29;;;25.20;N;3794978;2017 YM1;;;Y;0;;;;;;;;;;;;;;;;;;;JPL 4;2458111.5;58111;2017-12-24.0;J2000;10.84;0.4377;2458086.74;2017-11-29.2;822;0.000232;0.0905;2.88;4.02;1.8e-03;5.5e-03;5.2e-05;4.4e-02;1.2e-03;1.2e-03;5.8e-02;7.9e-03;2.1e-03;1.2e-02;4.0e+00;APO;Otto Matic;2017-12-20;2018-01-05;.35784;;;;;;;;;
2019RQ2;30 ;*    ;2080-12-24 05:24 ;8.19E-8 ;-7.33 ;0 ;16.46  ;2080-2105 ;8.93E-8 ;-7.30 ;2.753;0.7154;0.44;335.97;79.38;0.783;4.72;4.57;9;8;35;;;25.40;N;3843827;2019 RQ2;;;Y;0;;;;;;;;;;;;;;;;;0.32;;JPL 5;2458733.5;58733;2019-09-07.0;J2000;349.62;0.2158;2458781.58;2019-10-25.0;1.67e+03;0.00231;0.897;0.675;2.91;2.1e-03;1.9e-02;3.4e-04;1.1e-03;3.5e-03;4.5e-03;1.1e-01;3.2e-02;2.2e-03;4.0e-02;1.7e+01;APO;Otto Matic;2019-09-05;2019-09-14;.49658;;;;;;;;;
2021RM10;30 ;*    ;2088-09-21 08:43 ;2.22E-7 ;-6.94 ;0 ;15.70  ;2058-2104 ;3.83E-7 ;-6.68 ;1.891;0.5293;4.54;359.22;46.84;0.890;2.89;2.6;4;8;24;;;25.39;N;54195872;2021 RM10;;;Y;0;;;;;;;;;;;;;;;;;0.58;;JPL 5;2459472.5;59472;2021-09-15.0;J2000;345.07;0.3791;2459511.89;2021-10-24.3;950;0.00124;0.482;2.54;3.77;1.7e-03;6.3e-03;1.9e-04;1.1e-02;7.7e-03;1.1e-02;8.7e-02;9.7e-03;1.9e-03;3.3e-02;4.8e+00;APO;Otto Matic;2021-09-11;2021-09-15;.6457;;;;;;;;;
2025CL3;30 ;*    ;2066-08-31 09:44 ;2.08E-5 ;-4.66 ;0 ;17.07  ;2057-2103 ;2.24E-5 ;-4.63 ;1.134;0.4030;4.79;338.00;260.94;0.677;1.59;1.21;6;8;28;;;25.38;N;54519252;2025 CL3;;;Y;0;;;;;;;;;;;;;;;;;0.30;;JPL 5;2460714.5;60714;2025-02-08.0;J2000;306.41;0.8164;2460780.14;2025-04-14.6;441;0.00105;0.408;3.42;5.44;1.1e-03;1.1e-03;6.5e-04;1.2e-02;1.1e-03;2.9e-03;1.3e-01;1.5e-03;1.1e-03;6.3e-02;6.2e-01;APO;Otto Matic;2025-02-07;2025-02-13;.41504;;;;;;;;;
2011CW46;30 ;*    ;2055-08-15 14:06 ;5.14E-8 ;-6.79 ;0 ;20.26  ;2032-2113 ;8.21E-8 ;-6.66 ;1.049;0.1562;30.36;322.17;77.24;0.885;1.21;1.07;1;9;11;;;24.80;N;3557484;2011 CW46;;;Y;0;;;;;;;;;;;;;;;;;;;JPL 6;2455604.5;55604;2011-02-12.0;J2000;84.59;0.9171;2455512.26;2010-11-11.7;393;0.0223;8.67;4.04;5.72;1.8e-03;5.6e-03;5.0e-03;4.6e-01;1.3e-02;1.6e+00;1.6e+00;6.5e-03;7.3e-03;1.0e+00;3.1e+00;APO;Otto Matic;2011-02-11;2011-02-12;.40753;;;;;;;;;
2016UB26;30 ;*    ;2066-03-14 10:41 ;3.74E-8 ;-7.10 ;0 ;21.47  ;2066-2066 ;3.74E-8 ;-7.10 ;2.548;0.7055;4.70;13.41;87.66;0.750;4.35;4.07;7;8;35;;;24.93;N;3761481;2016 UB26;;;Y;0;;;;;;;;;;;;;;;;;;;JPL 6;2457684.5;57684;2016-10-23.0;J2000;348.86;0.2424;2457730.46;2016-12-07.9;1.49e+03;0.0299;11.6;0.942;3.03;1.6e-03;1.3e-02;3.4e-04;1.1e-02;3.7e-03;2.8e-03;9.4e-02;2.2e-02;1.9e-03;3.3e-02;1.1e+01;APO;Otto Matic;2016-10-20;2016-10-27;.44087;;;;;;;;;
2019TP5;30 ;*    ;2078-10-17 02:58 ;3.11E-10 ;-9.46 ;0 ;22.04  ;2078-2078 ;3.11E-10 ;-9.46 ;1.896;0.6626;8.79;204.99;262.14;0.640;3.15;2.61;10;8;41;;;25.20;N;3878621;2019 TP5;;;Y;0;;;;;;;;;;;;;;;;;0.64;;JPL 6;2458766.5;58766;2019-10-10.0;J2000;339.16;0.3776;2458821.68;2019-12-04.1;953;0.00532;2.07;2.11;3.64;1.2e-03;5.7e-03;4.0e-04;1.5e-02;2.0e-03;4.8e-04;1.1e-01;9.4e-03;1.7e-03;3.8e-02;4.3e+00;APO;Otto Matic;2019-10-07;2019-10-17;.47966;;;;;;;;;
2020MJ;30 ;*    ;2102-06-12 10:45 ;5.74E-5 ;-4.42 ;0 ;20.39  ;2091-2107 ;8.61E-5 ;-4.24 ;1.636;0.5931;3.18;262.13;271.54;0.666;2.61;2.09;13;8;23;;;25.29;N;54017473;2020 MJ;;;Y;0;;;;;;;;;;;;;;;;;0.25;;JPL 6;2459025.5;59025;2020-06-25.0;J2000;30.33;0.4712;2458961.13;2020-04-21.6;764;0.00272;1.06;2.38;4.08;1.7e-03;5.6e-03;5.4e-04;8.7e-03;4.3e-03;1.5e-02;1.9e-01;8.9e-03;2.4e-03;6.8e-02;3.9e+00;APO;Otto Matic;2020-06-14;2020-06-27;.46772;;;;;;;;;
2022UY14;30 ;*    ;2043-04-28 22:24 ;3.06E-5 ;-3.90 ;0 ;23.23  ;2043-2043 ;3.06E-5 ;-3.90 ;2.031;0.7032;5.93;39.23;90.45;0.603;3.46;2.89;8;8;48;;;25.11;N;54321809;2022 UY14;;;Y;0;;;;;;;;;;;;;;;;;0.36;;JPL 6;2459881.5;59881;2022-10-29.0;J2000;341.41;0.3406;2459936.08;2022-12-22.5;1.06e+03;0.00183;0.713;1.67;3.45;2.2e-03;1.2e-02;7.5e-04;1.9e-02;3.5e-03;6.2e-03;1.9e-01;2.1e-02;3.1e-03;6.7e-02;9.6e+00;APO;Otto Matic;2022-10-28;2022-11-05;.49563;;;;;;;;;
2023XP13;30 ;*    ;2095-06-01 16:14 ;1.26E-7 ;-7.02 ;0 ;21.24  ;2095-2103 ;1.26E-7 ;-7.02 ;1.991;0.6579;3.12;70.23;100.62;0.681;3.30;2.81;9;8;27;;;25.55;N;54416851;2023 XP13;;;Y;0;;;;;;;;;;;;;;;;;0.38;;JPL 6;2460294.5;60294;2023-12-16.0;J2000;341.22;0.3509;2460348.03;2024-02-07.5;1.03e+03;0.000849;0.331;1.67;3.54;2.0e-03;1.0e-02;5.3e-04;1.0e-02;1.4e-02;1.4e-02;1.6e-01;1.7e-02;2.7e-03;5.5e-02;7.8e+00;APO;Otto Matic;2023-12-13;2023-12-22;.22036;;;;;;;;;
2020HL1;30 ;*    ;2055-05-22 18:41 ;2.58E-6 ;-5.58 ;0 ;14.59  ;2055-2066 ;3.41E-6 ;-5.49 ;2.449;0.6136;1.42;241.88;19.73;0.946;3.95;3.83;12;8;47;;;25.30;N;54016586;2020 HL1;;;Y;0;;;;;;;;;;;;;;;;;0.34;;JPL 7;2458961.5;58961;2020-04-22.0;J2000;349.69;0.2571;2459001.60;2020-06-01.1;1.4e+03;0.00586;2.28;1.15;3.21;1.5e-03;9.0e-03;9.9e-05;2.1e-03;1.2e-02;5.5e-03;6.0e-02;1.5e-02;1.4e-03;1.2e-02;7.7e+00;APO;Otto Matic;2020-04-16;2020-04-28;.43176;;;;;;;;;
2023HO;30 ;*    ;2084-04-10 14:12 ;2.76E-8 ;-7.40 ;0 ;27.67  ;2084-2084 ;2.76E-8 ;-7.40 ;2.5;0.8090;3.48;202.56;258.11;0.478;4.52;3.95;10;8;42;;;25.44;N;54354511;2023 HO;;;Y;0;;;;;;;;;;;;;;;;;0.45;;JPL 7;2460056.5;60056;2023-04-22.0;J2000;13.35;0.2494;2460002.97;2023-02-27.4;1.44e+03;0.00223;0.867;0.745;2.9;1.1e-03;1.2e-02;3.4e-04;5.4e-03;2.9e-03;6.3e-03;1.1e-01;2.3e-02;1.9e-03;3.8e-02;1.1e+01;APO;Otto Matic;2023-04-16;2023-04-26;.66387;;;;;;;;;
2008YO2;30 ;*    ;2120-12-25 01:58 ;4.68E-6 ;-5.56 ;0 ;19.90  ;2052-2121 ;1.21E-5 ;-5.07 ;1.666;0.5881;1.42;92.80;78.15;0.686;2.65;2.15;1;9;26;;;25.20;N;3441847;2008 YO2;;;Y;0;;;;;;;;;;;;;;;;;;;JPL 8;2454822.5;54822;2008-12-22.0;J2000;336.79;0.4583;2454873.15;2009-02-10.6;786;0.000521;0.203;2.32;4.04;3.6e-03;1.0e-02;1.9e-03;9.3e-03;1.4e-02;1.4e-01;2.5e-01;1.6e-02;4.3e-03;8.4e-02;7.3e+00;APO;Otto Matic;2008-12-21;2008-12-22;.77821;;;;;;;;;
2007FT3;300 ;*    ;2046-10-03 12:14 ;4.17E-8 ;-4.46 ;0 ;20.19  ;2046-2118 ;1.07E-7 ;-4.27 ;1.13;0.3078;26.87;9.89;277.18;0.782;1.48;1.2;1;9;14;;;20.00;Y;3372217;2007 FT3;;;Y;0;;;;;;;;;;;;;;;;;;;JPL 8;2454180.5;54180;2007-03-21.0;J2000;297.96;0.8208;2454256.08;2007-06-04.5;439;0.0145;5.65;3.83;5.4;6.2e-03;1.9e-02;6.7e-03;4.3e-01;1.7e-01;2.1e+00;2.7e+00;2.4e-02;2.0e-02;1.4e+00;1.1e+01;APO;Otto Matic;2007-03-20;2007-03-21;.41374;;;;;;;;;
2010DG77;315 ;0;2066-01-05 21:49 ;4.98E-9 ;-5.15 ;0 ;19.18  ;2066-2066 ;4.98E-9 ;-5.15 ;2.742;0.6501;16.73;290.02;196.11;0.959;4.52;4.54;2;9;14;;;20.32;Y;3511311;2010 DG77;;;Y;0;;;;;;;;;;;;;;;;;0.50;;JPL 21;2455246.5;55246;2010-02-19.0;J2000;5.05;0.2171;2455223.22;2010-01-26.7;1.66e+03;0.00862;3.36;0.696;2.95;6.3e-01;4.9e+00;1.2e-02;1.1e+01;3.3e+00;2.3e+00;1.4e+01;8.1e+00;5.9e-01;1.4e+00;4.5e+03;APO;Otto Matic;2010-02-18;2010-02-20;.15628;;;;;;;;;
2010QG2;38 ;0;2051-09-05 09:15 ;3.20E-6 ;-4.93 ;0 ;17.06  ;2051-2064 ;3.46E-6 ;-4.91 ;1.667;0.5160;4.70;342.70;64.81;0.807;2.53;2.15;16;7;38;;;24.67;N;3545399;2010 QG2;;;Y;0;;;;;;;0.038;;0.228;;;;;;;;;0.01;14;2461000.5;61000;2025-11-21.0;J2000;2.36;0.4578;2460995.34;2025-11-15.8;786;0.00126;0.489;2.9;4.09;5.2e-04;1.5e-03;1.6e-04;4.6e-03;1.1e-03;5.4e-03;4.0e+00;2.2e-03;6.0e-04;8.6e+00;1.0e+00;APO;Otto Matic;2010-08-18;2010-09-03;.39393;;;;;;;;;
2019VC37;4 ;*    ;2114-11-02 04:17 ;9.92E-6 ;-7.71 ;0 ;12.54  ;2082-2121 ;3.69E-5 ;-7.09 ;1.051;0.1732;2.56;220.03;97.57;0.869;1.23;1.08;2;6;13;;;29.68;N;54315744;2019 VC37;;;Y;0;;;;;;;;;;;;;;;;;0.32;;1;2461000.5;61000;2025-11-21.0;J2000;285.00;0.9149;2461082.48;2026-02-10.9;393;0.00106;0.412;3.95;5.84;1.5e-04;6.8e-05;9.9e-05;1.9e-03;1.7e-04;3.7e-03;2.1e-01;7.9e-05;8.8e-05;2.4e-01;3.8e-02;APO;Otto Matic;2019-11-02;2019-11-04;.28152;;;;;;;;;
2021KB22;4 ;*    ;2080-05-29 11:32 ;5.38E-6 ;-7.77 ;0 ;12.74  ;2080-2121 ;1.34E-5 ;-7.45 ;1.361;0.2910;0.47;75.01;212.16;0.965;1.76;1.59;;7;11;;;29.98;N;54440309;2021 KB22;;;Y;0;;;;;;;;;;;;;;;;;0.25;;1;2461000.5;61000;2025-11-21.0;J2000;274.01;0.6205;2461139.08;2026-04-08.5;580;0.000881;0.343;3.39;4.8;1.8e-04;3.1e-04;2.8e-05;2.2e-03;3.0e-02;2.7e-02;3.4e-01;4.0e-04;2.1e-04;5.9e-01;2.0e-01;APO;Otto Matic;2021-05-30;2021-05-30;.34893;;;;;;;;;
2021VX22;4 ;*    ;2110-11-09 05:51 ;1.09E-5 ;-7.97 ;0 ;11.39  ;2101-2121 ;2.04E-5 ;-7.71 ;1.012;0.0548;1.93;234.14;96.41;0.957;1.07;1.02;1;6;14;;;30.27;N;54221205;2021 VX22;;;Y;0;;;;;;;;;;;;;;;;;0.21;;1;2461000.5;61000;2025-11-21.0;J2000;57.39;0.968;2460941.21;2025-09-22.7;372;0.00122;0.473;3.98;6.02;2.3e-04;2.4e-05;2.1e-04;1.8e-03;3.3e-03;2.9e-02;6.4e-02;2.5e-05;3.5e-05;6.4e-02;1.3e-02;APO;Otto Matic;2021-11-15;2021-11-16;.24704;;;;;;;;;
2021XV;4 ;*    ;2045-11-30 05:26 ;3.60E-4 ;-5.56 ;0 ;15.46  ;2045-2118 ;3.63E-4 ;-5.56 ;1.029;0.3196;7.14;247.95;78.38;0.700;1.36;1.04;1;7;12;;;30.10;N;54226120;2021 XV;;;Y;0;;;;;;;;;;;;;;;;;0.41;;1;2461000.5;61000;2025-11-21.0;J2000;355.59;0.9443;2461005.17;2025-11-25.6;381;0.000421;0.164;3.95;5.89;1.0e-03;3.8e-04;1.0e-03;2.2e-02;1.6e-02;8.3e-02;8.1e-01;5.0e-04;5.2e-04;8.6e-01;2.1e-01;APO;Otto Matic;2021-12-02;2021-12-03;.48495;;;;;;;;;
2022BY39;4 ;*    ;2107-01-22 17:22 ;5.11E-4 ;-6.11 ;0 ;11.46  ;2107-2111 ;6.18E-4 ;-6.03 ;0.985;0.0658;3.37;124.69;265.31;0.920;1.05;0.978;5;4;9;;;29.93;N;54266166;2022 BY39;;;Y;0;;;;;;;;;;;;;;;;;0.21;;1;2461000.5;61000;2025-11-21.0;J2000;49.51;1.008;2460951.40;2025-10-02.9;357;0.000735;0.286;4.03;6.15;3.3e-05;1.4e-06;3.4e-05;1.8e-03;1.9e-03;3.6e-03;3.7e-03;1.5e-06;2.2e-06;3.6e-03;7.7e-04;ATE;Otto Matic;2022-01-26;2022-01-31;.26163;;;;;;;;;
2022CL7;4 ;*    ;2122-02-14 07:39 ;3.03E-7 ;-9.11 ;0 ;14.59  ;2067-2122 ;3.77E-7 ;-8.92 ;1.794;0.4826;7.23;144.61;324.62;0.928;2.66;2.4;1;7;19;;;29.66;N;54247056;2022 CL7;;;Y;0;;;;;;;;;;;;;;;;;0.30;;1;2461000.5;61000;2025-11-21.0;J2000;215.91;0.4102;2461351.76;2026-11-07.2;878;0.000322;0.125;2.51;3.92;2.2e-04;7.2e-04;1.7e-05;2.5e-03;2.8e-04;1.8e-03;3.5e-01;1.1e-03;2.5e-04;1.1e+00;5.3e-01;APO;Otto Matic;2022-02-14;2022-02-15;.41217;;;;;;;;;
2023JA3;4 ;*    ;2109-05-11 22:35 ;4.75E-5 ;-6.90 ;0 ;13.54  ;2048-2121 ;5.22E-5 ;-6.84 ;1.059;0.2281;8.06;230.48;268.90;0.818;1.30;1.09;1;6;11;;;29.73;N;54358575;2023 JA3;;;Y;0;;;;;;;;;;;;;;;;;0.28;;1;2461000.5;61000;2025-11-21.0;J2000;180.61;0.904;2461198.93;2026-06-07.4;398;0.00163;0.633;3.74;5.78;2.2e-04;1.3e-04;1.4e-04;9.0e-03;1.5e-03;8.5e-03;1.8e-01;1.6e-04;1.7e-04;2.4e-01;7.3e-02;APO;Otto Matic;2023-05-13;2023-05-14;.21676;;;;;;;;;
2023LE2;4 ;*    ;2116-08-21 21:38 ;3.56E-8 ;-10.27 ;0 ;12.90  ;2094-2116 ;3.57E-8 ;-10.27 ;1.479;0.3396;1.07;264.31;33.65;0.977;1.98;1.8;2;6;37;;;30.08;N;54373335;2023 LE2;;;Y;0;;;;;;;;;;;;;;;;;0.27;;1;2461000.5;61000;2025-11-21.0;J2000;110.90;0.5478;2460798.06;2025-05-02.5;657;0.000297;0.116;3.23;4.52;7.1e-05;1.6e-04;9.6e-07;3.7e-04;3.9e-04;2.8e-03;7.4e-02;2.1e-04;8.7e-05;1.0e-01;1.0e-01;APO;Otto Matic;2023-06-15;2023-06-17;.44035;;;;;;;;;
2023UB;4 ;*    ;2085-10-15 18:00 ;2.96E-8 ;-9.85 ;0 ;18.76  ;2085-2097 ;3.65E-8 ;-9.77 ;1.127;0.4673;4.31;21.70;255.71;0.600;1.65;1.2;1;7;24;;;30.06;N;54394004;2023 UB;;;Y;0;;;;;;;;;;;;;;;;;0.26;;1;2461000.5;61000;2025-11-21.0;J2000;322.13;0.8241;2461046.45;2026-01-05.9;437;0.000308;0.12;3.48;5.44;1.6e-04;1.7e-04;9.4e-05;1.8e-03;8.1e-05;5.1e-04;1.6e-01;2.5e-04;1.8e-04;2.1e-01;9.8e-02;APO;Otto Matic;2023-10-16;2023-10-17;.41327;;;;;;;;;
2024BQ1;4 ;*    ;2115-01-22 04:32 ;4.91E-7 ;-9.05 ;0 ;12.87  ;2115-2121 ;4.94E-7 ;-9.05 ;1.4;0.3292;1.70;302.73;212.28;0.939;1.86;1.66;2;6;19;;;30.07;N;54421644;2024 BQ1;;;Y;0;;;;;;;;;;;;;;;;;0.39;;1;2461000.5;61000;2025-11-21.0;J2000;21.55;0.595;2460964.28;2025-10-15.7;605;0.00163;0.635;3.14;4.7;9.9e-05;1.9e-04;9.3e-06;1.2e-04;7.2e-04;1.1e-03;7.7e-02;2.6e-04;1.2e-04;1.2e-01;1.2e-01;APO;Otto Matic;2024-01-18;2024-01-20;.28359;;;;;;;;;
2025FK14;4 ;*    ;2080-03-23 21:41 ;3.28E-3 ;-4.81 ;0 ;13.96  ;2080-2124 ;3.29E-3 ;-4.81 ;0.8597;0.3015;1.72;6.12;313.13;0.601;1.12;0.797;;6;23;;;29.66;N;54525363;2025 FK14;;;Y;0;;;;;;;;;;;;;;;;;0.36;;1;2461000.5;61000;2025-11-21.0;J2000;191.45;1.236;2461136.82;2026-04-06.3;291;0.00149;0.58;4.13;6.83;1.1e-04;4.0e-05;1.2e-04;1.1e-03;2.4e-03;3.8e-03;2.6e-02;5.1e-05;8.5e-05;3.0e-02;2.0e-02;ATE;Otto Matic;2025-03-23;2025-03-23;.40893;;;;;;;;;
2008WO2;4 ;*    ;2092-11-18 23:15 ;2.76E-5 ;-7.15 ;0 ;12.74  ;2065-2121 ;5.51E-5 ;-6.85 ;1.025;0.1882;2.01;238.01;85.90;0.832;1.22;1.04;2;6;27;;;29.80;N;3439560;2008 WO2;;;Y;0;;;;;;;;;;;;;;;;;;;10;2461000.5;61000;2025-11-21.0;J2000;209.30;0.9496;2461159.21;2026-04-28.7;379;0.00247;0.961;4;5.95;2.0e-04;7.0e-05;1.5e-04;2.0e-03;3.2e-03;1.0e-02;5.7e-01;8.4e-05;9.8e-05;6.2e-01;3.9e-02;APO;Otto Matic;2008-11-20;2008-11-22;.51516;;;;;;;;;
2008JL24;4 ;*    ;2111-01-05 11:56 ;7.10E-8 ;-9.81 ;0 ;11.51  ;2096-2116 ;9.25E-8 ;-9.68 ;1.038;0.1067;0.55;225.58;282.11;0.927;1.15;1.06;5;4;88;;;29.60;N;3410533;2008 JL24;;;Y;0;;;;;;;;;;0.05385;;;;;;;;;14;2461000.5;61000;2025-11-21.0;J2000;276.51;0.9319;2461090.09;2026-02-18.5;386;0.00067;0.261;3.83;5.9;7.9e-06;1.9e-06;6.6e-06;6.0e-05;1.7e-04;7.8e-04;3.5e-02;2.1e-06;2.5e-06;3.8e-02;1.0e-03;APO;Otto Matic;2008-05-11;2008-05-16;.47705;;;;;;;;;
2018WA1;4 ;*    ;2097-11-08 11:35 ;1.92E-6 ;-8.54 ;0 ;11.56  ;2068-2121 ;8.98E-6 ;-7.89 ;0.8724;0.1391;1.81;233.39;8.37;0.751;0.99;0.815;6;6;14;;;30.10;N;3836291;2018 WA1;;;Y;0;;;;;;;;;;;;;;;;;0.43;;2;2461000.5;61000;2025-11-21.0;J2000;27.84;1.21;2460977.49;2025-10-28.9;298;0.00186;0.725;3.99;6.78;5.0e-05;3.6e-05;7.4e-05;6.4e-04;3.8e-04;1.5e-03;1.9e-01;4.1e-05;7.4e-05;1.6e-01;1.8e-02;ATE;Otto Matic;2018-11-16;2018-11-22;.53792;;;;;;;;;
2019EH1;4 ;*    ;2064-08-21 03:58 ;9.26E-7 ;-8.31 ;0 ;18.23  ;2051-2121 ;3.10E-6 ;-7.87 ;1.382;0.4873;0.60;339.90;263.23;0.709;2.06;1.62;;7;16;;;30.12;N;3838906;2019 EH1;;;Y;0;;;;;;;;;;;;;;;;;0.27;;2;2461000.5;61000;2025-11-21.0;J2000;18.11;0.6066;2460970.65;2025-10-22.1;594;0.000101;0.0392;2.97;4.67;2.3e-04;6.0e-04;2.4e-05;6.0e-04;1.9e-02;1.2e-02;9.1e-01;9.0e-04;4.0e-04;1.5e+00;3.9e-01;APO;Otto Matic;2019-03-01;2019-03-01;.6808;;;;;;;;;
